Analysis_ID,Province,Census_Division,Municipality_ID,Municipality_Name,Market_Zone_ID,Market_Zone_Name,Zone_Type,Is_Official_Zone,Candidate_ID,Candidate_Name,Candidate_Address,Latitude,Longitude,Radius_km,Population,Previous_Population,Population_Growth_Pct,Land_Area_km2,Population_Density,Population_20_34,Age_20_34_Pct,Population_18_34_Estimated,Age_18_34_Pct,Target_Age_Population,Target_Age_Pct,Private_Households,Renter_Households,Renter_Pct,Apartment_Dwellings,Apartment_Pct,Average_Household_Income,Estimated_Median_Income,Labour_Force_Population,Employed_Population,Unemployed_Population,Employment_Rate,Unemployment_Rate,Transit_Stops,Transit_Commuters,Transit_Commuter_Pct,Walking_Commuters,Nearest_College_km,Nearest_University_km,Education_Facilities_Count,Parking_Available,Parking_Spaces,Road_Visibility_Rating,Accessibility_Rating,Total_Gym_Count,Budget_Gym_Count,Midmarket_Gym_Count,Premium_Gym_Count,Boutique_Gym_Count,Independent_Gym_Count,Chain_Gym_Count,Gyms_Per_10k,Budget_Gyms_Per_10k,Population_Per_Gym,Target_Population_Per_Gym,Target_Population_Per_Budget_Gym,No_Budget_Gym_Flag,Nearest_Gym_km,Nearest_Budget_Gym_km,Gyms_With_Verified_Prices,Price_Completeness_Pct,Minimum_Monthly_Fee,Average_Monthly_Fee,Median_Monthly_Fee,Maximum_Monthly_Fee,Average_Joining_Fee,No_Contract_Gym_Count,Free_Trial_Gym_Count,Open_24_7_Count,Personal_Training_Count,Group_Classes_Count,Cardio_Equipment_Count,Free_Weights_Count,Showers_Count,Locker_Count,Parking_Count,Pool_Count,Sauna_Count,Childcare_Count,Women_Only_Area_Count,Accessible_Gym_Count,Average_Service_Count,No_24_7_Gym_Flag,No_Childcare_Gym_Flag,No_Pool_Gym_Flag,No_Women_Only_Gym_Flag,Missing_Service_Count,Service_Gap_Score,Commercial_Space_Available,Floor_Area_sqft,Monthly_Rent,Annual_Rent_Per_sqft,Zoning_Compatible,Parking_Requirement_Met,Property_Condition_Rating,Property_Cost_Score,Property_Suitability_Score,Demand_Score,Growth_Score,Affordability_Fit_Score,Accessibility_Score,Competition_Gap_Score,Property_Score,Opportunity_Score,Municipality_Rank,Market_Zone_Rank,Candidate_Rank,Recommendation_Category,Census_Year,Gym_Data_Date,Property_Data_Date,Census_Completeness_Pct,Gym_Location_Completeness_Pct,Price_Completeness_Pct_Quality,Service_Completeness_Pct,Data_Quality_Score,Missing_Required_Fields,Primary_Census_Source_ID,Boundary_Source_ID,Analysis_Status,Last_Refresh_Date,Limitations
ST--NORTHWEST-ST-1KM,Ontario,,M0009,St. Catharines,ST--NORTHWEST-ST,Northwest St. Catharines,Mixed Residential Market,0,ST--NORTHWEST-ST-C,Northwest St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.18149,-79.257891,1,9297,,0.027999999999999997,5.37,1513.1,1490,0.18330790807539,1640,0.20176172432459033,1876,0.20178552221146606,3591,1249,0.34694444444444444,1122,0.31244778613199664,91510,77032,3946,3370,579,0.49617196702002353,0.14673086670045615,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.07,1.07,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,54.6,12.8,28.7,,14.2,,41.8,2,1,74,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-NORTH-HAMILT-1KM,Ontario,,M0004,Hamilton,HAM-NORTH-HAMILT,North Hamilton,Higher-Income Suburban Market,0,HAM-NORTH-HAMILT-C,North Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.348976,-79.936355,1,7597,,0.06,50.38,150.8,1341,0.17652634073137982,1525,0.20069504778453517,1525,0.2007371330788469,2655,347,0.1299625468164794,192,0.07231638418079096,150530,129468,4324,3927,401,0.6408289817232375,0.0927382053654024,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,3.66,3.66,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,30,34.5,100,,11.2,,41.7,11,3,75,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--NORTHEAST-ST-1KM,Ontario,,M0009,St. Catharines,ST--NORTHEAST-ST,Northeast St. Catharines,Mixed Residential Market,0,ST--NORTHEAST-ST-C,Northeast St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.193865,-79.222639,1,8652,,0.027999999999999997,3.96,2187.2,1459,0.16862373445518006,1628,0.18817900235772733,1628,0.18816458622283866,3700,1242,0.3358572201189832,950,0.25675675675675674,85928,74827,4119,3469,653,0.4768384879725086,0.15853362466618112,,,,,,,,,,,,1,0,,1,1,1,0,1.16,0,8652,1628,,1,0.86,2.07,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,55.6,12.8,25.7,,13,,41.6,3,1,76,Lower priority,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-NORTH-GREATE-3KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-NORTH-GREATE,North Greater Sudbury / Grand Sudbury,Higher-Income Suburban Market,0,GRE-NORTH-GREATE-C,North Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.650153,-80.968438,3,17280,,0.027999999999999997,743.84,23.2,2877,0.16649305555555555,3302,0.1910763888888889,3302,0.19108796296296296,6714,1035,0.1542933810375671,645,0.09606791778373548,117849,106092,9171,8268,918,0.5769311283232154,0.10009813542688911,,,,,,,,,,,,1,0,,0,0,1,0,0.58,0,17280,3302,,1,1.54,14.66,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,32.6,12.8,68.2,,28.1,,41.5,5,2,77,Lower priority,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-SOUTH-2-HAMI-3KM,Ontario,,M0004,Hamilton,HAM-SOUTH-2-HAMI,South 2 Hamilton,Higher-Income Suburban Market,0,HAM-SOUTH-2-HAMI-C,South 2 Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.12879,-79.841004,3,11845,,0.06,108.1,109.6,1800,0.15196028771147807,2095,0.17688177489616047,2095,0.17686787674124102,3861,324,0.08411214953271028,84,0.021756021756021756,131010,119270,6246,5694,552,0.6343582887700535,0.08837656099903939,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,7.71,7.8,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,27.4,34.5,86.1,,18.6,,41.3,12,2,78,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-NORTHEAST-KI-5KM,Ontario,,M0005,Kingston,KIN-NORTHEAST-KI,Northeast Kingston,Lower-Density Residential Market,0,KIN-NORTHEAST-KI-C,Northeast Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.267952,-76.464041,5,21915,,0.07,69.54,315.1,3990,0.18206707734428473,4496,0.2051562856490988,4496,0.2051562856490988,8995,3340,0.36906077348066296,2585,0.2873818788215675,107056,93469,10690,9330,1310,0.5153272576636289,0.1225444340505145,,,,,,,,,,,,8,0,,5,5,8,0,3.65,0,2739,562,,1,3.37,7.37,,,,,,,,,,0,5,5,8,8,,,,0,0,,0,,1.25,1,,1,1,3,100,,,,,,,,,,46.7,41.2,51,,2.7,,41.3,6,3,79,Lower priority,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--SOUTHEAST-ST-1KM,Ontario,,M0009,St. Catharines,ST--SOUTHEAST-ST,Southeast St. Catharines,Mixed Residential Market,0,ST--SOUTHEAST-ST-C,Southeast St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.148749,-79.217101,1,6723,,0.027999999999999997,3.74,1504.6,1321,0.23475263008245664,1428,0.25380295706568096,1706,0.25375576379592446,2459,956,0.3902040816326531,848,0.34485563237088246,80153,69409,2835,2349,489,0.4907039899728431,0.1724867724867725,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.5,1.5,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,58.9,12.8,18.3,,9.7,,41.2,4,1,80,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-CENTRAL-LOND-3KM,Ontario,,M0007,London,LON-CENTRAL-LOND,Central London,Student / Young Adult Market,0,LON-CENTRAL-LOND-C,Central London centroid candidate,Approximate market-zone centroid; no property address collected,42.984248,-81.246192,3,65340,,0.1,14.15,2801.4,12225,0.3083197143030083,12849,0.32405726045638883,21174,0.32405876951331497,20574,12324,0.6000584282792871,12288,0.5972586759988335,77565,63103,22149,18924,3222,0.5558198960260816,0.14546932141405933,,,,,,,,,,,,5,1,,2,1,3,2,0.77,0.15,13068,4235,21174,0,0.14,2.75,,,,,,,,,,1,2,2,5,5,,,,0,0,,0,,1,0,,1,1,2,0,,,,,,,,,,80.5,61.5,9.8,,20.7,,40.5,10,2,81,Lower priority,2021,2026-07-27,,1,0.6,0,0.75,72.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
THU-NORTHEAST-TH-1KM,Ontario,,M0010,Thunder Bay,THU-NORTHEAST-TH,Northeast Thunder Bay,Lower-Density Residential Market,0,THU-NORTHEAST-TH-C,Northeast Thunder Bay centroid candidate,Approximate market-zone centroid; no property address collected,48.447982,-89.239197,1,10853,,0.009000000000000001,21.2,511.9,2255,0.2077766516170644,2479,0.2284529623145674,2479,0.22841610614576616,4880,1671,0.34290991175867025,1410,0.2889344262295082,94745,82815,5375,4772,590,0.5217581456374372,0.10976744186046511,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,4.93,4.93,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,50,0,36.6,,16.9,,40.4,4,3,82,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-SOUTH-WINDSO-3KM,Ontario,,M0012,Windsor,WIN-SOUTH-WINDSO,South Windsor,Higher-Income Suburban Market,0,WIN-SOUTH-WINDSO-C,South Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.259511,-82.996954,3,44085,,0.057,32.18,898.4,5343,0.18479321006868787,6197,0.2143435223806263,9449,0.2143359419303618,9864,1311,0.13274605103280682,438,0.04440389294403893,119744,102827,14004,11703,2268,0.49833929483903927,0.16195372750642673,,,,,,,,,,,,5,2,,2,0,1,4,1.13,0.45,8817,1890,4725,0,0.59,1.73,,,,,,,,,,0,3,3,5,5,,,,0,0,,0,,1.2,1,,1,1,3,100,,,,,,,,,,35.6,32.4,63.8,,13.3,,40.4,10,1,83,Lower priority,2021,2026-07-27,,1,0.79,0,0.75,78.9,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-WEST-2-HAMIL-5KM,Ontario,,M0004,Hamilton,HAM-WEST-2-HAMIL,West 2 Hamilton,Higher-Income Suburban Market,0,HAM-WEST-2-HAMIL-C,West 2 Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.272789,-80.131081,5,8343,,0.06,283.99,29.4,1285,0.15402133525110873,1499,0.17967158096607935,1499,0.17967158096607935,2870,270,0.09557522123893805,200,0.06968641114982578,140423,115581,4480,4195,255,0.6265870052277819,0.056919642857142856,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,12.13,14.52,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,29,34.5,81.1,,12.5,,39.8,13,1,84,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-EAST-GREATER-1KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-EAST-GREATER,East Greater Sudbury / Grand Sudbury,Lower-Density Residential Market,0,GRE-EAST-GREATER-C,East Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.516429,-80.913899,1,9184,,0.027999999999999997,95.92,95.7,1685,0.18347924561174267,1882,0.20490875038111417,1882,0.20492160278745644,3825,1197,0.31196247068021893,862,0.225359477124183,104475,89833,4571,4061,511,0.5353282362246243,0.11179173047473201,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.02,2.53,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,43.3,12.8,46.1,,14,,39.5,6,1,85,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-EAST-GREATER-5KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-EAST-GREATER,East Greater Sudbury / Grand Sudbury,Lower-Density Residential Market,0,GRE-EAST-GREATER-C,East Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.516429,-80.913899,5,45918,,0.027999999999999997,479.62,95.7,8425,0.18347924561174267,9409,0.20490875038111417,9409,0.20490875038111417,19125,5985,0.31196247068021893,4310,0.225359477124183,104475,89833,22855,20305,2555,0.5353282362246243,0.11179173047473201,,,,,,,,,,,,5,1,,4,3,2,3,1.09,0.22,9184,1882,9409,0,1.02,2.53,,,,,,,,,,0,5,5,5,5,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,43.3,12.8,46.1,,14,,39.5,7,2,86,Lower priority,2021,2026-07-27,,1,0.57,0,0.75,71.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-NORTHWEST-KI-5KM,Ontario,,M0006,Kitchener,KIT-NORTHWEST-KI,Northwest Kitchener,Dense Urban Market,0,KIT-NORTHWEST-KI-C,Northwest Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.445301,-80.502588,5,57032,,0.10099999999999999,15.72,3628,16300,0.2858044606536681,17216,0.3018656193014448,17216,0.3018656193014448,26945,16625,0.6175705794947994,16245,0.6028947856745221,83663,69318,31560,27800,3765,0.5771226904712476,0.11929657794676807,,,,,,,,,,,,11,2,,7,6,7,4,1.93,0.35,5185,1565,8608,0,0.76,3.46,,,,,,,,,,1,9,9,11,11,,,,0,0,,0,,1.73,0,,1,1,2,0,,,,,,,,,,84.8,62.2,18.2,,7,,39.5,8,3,87,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.7,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-EAST-KITCHEN-3KM,Ontario,,M0006,Kitchener,KIT-EAST-KITCHEN,East Kitchener,Mixed Residential Market,0,KIT-EAST-KITCHEN-C,East Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.435535,-80.4351,3,50169,,0.10099999999999999,17.77,1812.3,7065,0.21935952607164813,7757,0.24085769108962538,12084,0.2408658733480835,12399,5178,0.41670690487687106,4623,0.37285264940721025,105316,91269,16710,14832,1854,0.5653516295025729,0.11095152603231599,,,,,,,,,,,,3,2,,1,0,0,3,0.6,0.4,16723,4028,6042,0,0.53,0.53,,,,,,,,,,1,2,2,3,3,,,,0,0,,0,,1.67,0,,1,1,2,0,,,,,,,,,,60.8,62.2,48.1,,27.1,,39.1,9,1,88,Lower priority,2021,2026-07-27,,1,0.77,0,0.75,78.1,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-SOUTH-WINDSO-1KM,Ontario,,M0012,Windsor,WIN-SOUTH-WINDSO,South Windsor,Higher-Income Suburban Market,0,WIN-SOUTH-WINDSO-C,South Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.259511,-82.996954,1,9638,,0.057,10.73,898.4,1781,0.18479321006868787,2066,0.2143435223806263,2066,0.21435982568997716,3288,437,0.13274605103280682,146,0.04440389294403893,119744,102827,4668,3901,756,0.49833929483903927,0.16195372750642673,,,,,,,,,,,,2,0,,1,0,1,1,2.08,0,4819,1033,,1,0.59,1.73,,,,,,,,,,0,1,1,2,2,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,35.6,32.4,63.8,,6.4,,38.7,11,2,89,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-EAST-GREATER-3KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-EAST-GREATER,East Greater Sudbury / Grand Sudbury,Lower-Density Residential Market,0,GRE-EAST-GREATER-C,East Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.516429,-80.913899,3,27551,,0.027999999999999997,287.77,95.7,5055,0.18347924561174267,5645,0.20490875038111417,5645,0.20489274436499583,11475,3591,0.31196247068021893,2586,0.225359477124183,104475,89833,13713,12183,1533,0.5353282362246243,0.11179173047473201,,,,,,,,,,,,4,1,,3,2,2,2,1.45,0.36,6888,1411,5645,0,1.02,2.53,,,,,,,,,,0,4,4,4,4,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,43.3,12.8,46.1,,10,,38.5,8,3,90,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
